InvestorId;InvestmentId;InvestmentType;ISIN;City;FondsInvestor
Investor2;Investment16527;Stock;ISIN179;;
Investor57;Investment4413;Stock;ISIN35;;
Investor19;Investment19064;Stock;ISIN90;;
Investor69;Investment16150;Stock;ISIN19;;
Investor43;Investment22288;Stock;ISIN194;;
Investor73;Investment9245;Stock;ISIN154;;
Investor25;Investment27518;RealEstate;;City2518;
Investor9;Investment27995;RealEstate;;City2995;
Investor93;Investment13953;Stock;ISIN121;;
Investor72;Investment24542;Stock;ISIN160;;
Investor55;Investment6132;Stock;ISIN73;;
Investor28;Investment25023;RealEstate;;City23;
Investor13;Investment191;Stock;ISIN189;;
Investor67;Investment15126;Stock;ISIN101;;
Investor47;Investment8583;Stock;ISIN128;;
Investor46;Investment12648;Stock;ISIN41;;
Investor50;Investment15903;Stock;ISIN89;;
Investor83;Investment10375;Stock;ISIN0;;
Investor15;Investment7293;Stock;ISIN64;;
Investor10;Investment28449;RealEstate;;City3449;
Investor15;Investment6124;Stock;ISIN87;;
Investor82;Investment6675;Stock;ISIN89;;
Investor76;Investment21973;Stock;ISIN123;;
Investor87;Investment28043;RealEstate;;City3043;
Investor11;Investment27896;RealEstate;;City2896;
Investor70;Investment21196;Stock;ISIN186;;
Investor10;Investment12583;Stock;ISIN111;;
Investor89;Investment28313;RealEstate;;City3313;
Investor93;Investment11056;Stock;ISIN37;;
Investor84;Investment26364;RealEstate;;City1364;
Investor78;Investment20950;Stock;ISIN100;;
Investor74;Investment11579;Stock;ISIN112;;
Investor86;Investment4928;Stock;ISIN114;;
Investor77;Investment12454;Stock;ISIN122;;
Investor83;Investment22869;Stock;ISIN15;;
Investor10;Investment17302;Stock;ISIN64;;
Investor32;Investment13264;Stock;ISIN160;;
Investor49;Investment11608;Stock;ISIN137;;
Investor55;Investment6330;Stock;ISIN26;;
Investor55;Investment5271;Stock;ISIN192;;
Investor67;Investment17826;Stock;ISIN192;;
Investor93;Investment27524;RealEstate;;City2524;
Investor24;Investment24594;Stock;ISIN94;;
Investor65;Investment27826;RealEstate;;City2826;
Investor29;Investment4328;Stock;ISIN176;;
Investor92;Investment304;Stock;ISIN173;;
Investor42;Investment21658;Stock;ISIN91;;
Investor98;Investment18451;Stock;ISIN62;;
Investor49;Investment4912;Stock;ISIN50;;
Investor70;Investment907;Stock;ISIN91;;
Investor15;Investment2071;Stock;ISIN158;;
Investor56;Investment14414;Stock;ISIN7;;
Investor16;Investment19785;Stock;ISIN12;;
Investor8;Investment13275;Stock;ISIN179;;
Investor83;Investment16647;Stock;ISIN137;;
Investor18;Investment24267;Stock;ISIN97;;
Investor80;Investment13273;Stock;ISIN178;;
Investor30;Investment2206;Stock;ISIN70;;
Investor57;Investment25615;RealEstate;;City615;
Investor72;Investment25146;RealEstate;;City146;
Investor62;Investment18289;Stock;ISIN3;;
Investor35;Investment8399;Stock;ISIN0;;
Investor14;Investment22274;Stock;ISIN22;;
Investor9;Investment4773;Stock;ISIN144;;
Investor92;Investment19442;Stock;ISIN55;;
Investor80;Investment1247;Stock;ISIN90;;
Investor40;Investment17728;Stock;ISIN79;;
Investor35;Investment17650;Stock;ISIN198;;
Investor82;Investment6951;Stock;ISIN5;;
Investor36;Investment2865;Stock;ISIN104;;
Investor13;Investment28001;RealEstate;;City3001;
Investor1;Investment23062;Stock;ISIN95;;
Investor28;Investment23469;Stock;ISIN78;;
Investor59;Investment17564;Stock;ISIN125;;
Investor42;Investment16714;Stock;ISIN55;;
Investor21;Investment17675;Stock;ISIN49;;
Investor58;Investment393;Stock;ISIN52;;
Investor11;Investment12730;Stock;ISIN61;;
Investor58;Investment11273;Stock;ISIN39;;
Investor18;Investment17550;Stock;ISIN192;;
Investor27;Investment15505;Stock;ISIN157;;
Investor11;Investment2410;Stock;ISIN47;;
Investor39;Investment6830;Stock;ISIN104;;
Investor22;Investment1484;Stock;ISIN75;;
Investor68;Investment11045;Stock;ISIN90;;
Investor21;Investment18996;Stock;ISIN164;;
Investor57;Investment19895;Stock;ISIN46;;
Investor77;Investment27067;RealEstate;;City2067;
Investor93;Investment25082;RealEstate;;City82;
Investor65;Investment3443;Stock;ISIN87;;
Investor29;Investment29317;RealEstate;;City4317;
Investor1;Investment6089;Stock;ISIN143;;
Investor90;Investment22129;Stock;ISIN130;;
Investor82;Investment645;Stock;ISIN110;;
Investor91;Investment29014;RealEstate;;City4014;
Investor32;Investment18047;Stock;ISIN82;;
Investor79;Investment26041;RealEstate;;City1041;
Investor15;Investment31;Stock;ISIN5;;
Investor71;Investment351;Stock;ISIN4;;
Investor47;Investment3673;Stock;ISIN35;;
Investor51;Investment567;Stock;ISIN134;;
Investor7;Investment8722;Stock;ISIN58;;
Investor15;Investment15706;Stock;ISIN117;;
Investor13;Investment3136;Stock;ISIN87;;
Investor57;Investment15659;Stock;ISIN67;;
Investor13;Investment17797;Stock;ISIN85;;
Investor28;Investment23606;Stock;ISIN146;;
Investor56;Investment5389;Stock;ISIN165;;
Investor65;Investment15736;Stock;ISIN87;;
Investor61;Investment28502;RealEstate;;City3502;
Investor58;Investment27698;RealEstate;;City2698;
Investor68;Investment16885;Stock;ISIN48;;
Investor71;Investment1495;Stock;ISIN88;;
Investor39;Investment2769;Stock;ISIN107;;
Investor44;Investment2483;Stock;ISIN167;;
Investor51;Investment9183;Stock;ISIN97;;
Investor94;Investment12888;Stock;ISIN30;;
Investor90;Investment17342;Stock;ISIN35;;
Investor39;Investment22703;Stock;ISIN60;;
Investor70;Investment24922;Stock;ISIN123;;
Investor22;Investment15928;Stock;ISIN142;;
Investor62;Investment10973;Stock;ISIN195;;
Investor40;Investment13314;Stock;ISIN3;;
Investor17;Investment17453;Stock;ISIN133;;
Investor7;Investment14224;Stock;ISIN111;;
Investor11;Investment17786;Stock;ISIN114;;
Investor10;Investment16006;Stock;ISIN115;;
Investor45;Investment10803;Stock;ISIN3;;
Investor66;Investment12234;Stock;ISIN98;;
Investor10;Investment7982;Stock;ISIN53;;
Investor41;Investment1520;Stock;ISIN184;;
Investor43;Investment6035;Stock;ISIN16;;
Investor39;Investment8363;Stock;ISIN125;;
Investor10;Investment4730;Stock;ISIN29;;
Investor66;Investment1329;Stock;ISIN144;;
Investor20;Investment2530;Stock;ISIN17;;
Investor95;Investment2843;Stock;ISIN183;;
Investor26;Investment14782;Stock;ISIN24;;
Investor64;Investment5005;Stock;ISIN26;;
Investor55;Investment16720;Stock;ISIN118;;
Investor92;Investment23421;Stock;ISIN148;;
Investor1;Investment13939;Stock;ISIN183;;
Investor12;Investment15601;Stock;ISIN18;;
Investor31;Investment7414;Stock;ISIN15;;
Investor6;Investment6839;Stock;ISIN14;;
Investor59;Investment1174;Stock;ISIN56;;
Investor28;Investment1465;Stock;ISIN79;;
Investor51;Investment6970;Stock;ISIN133;;
Investor37;Investment12783;Stock;ISIN13;;
Investor40;Investment11693;Stock;ISIN195;;
Investor36;Investment13696;Stock;ISIN52;;
Investor87;Investment21135;Stock;ISIN194;;
Investor74;Investment9540;Stock;ISIN27;;
Investor0;Investment7759;Stock;ISIN48;;
Investor25;Investment10145;Stock;ISIN61;;
Investor88;Investment275;Stock;ISIN82;;
Investor65;Investment4254;Stock;ISIN49;;
Investor96;Investment28100;RealEstate;;City3100;
Investor5;Investment21828;Stock;ISIN145;;
Investor45;Investment1474;Stock;ISIN5;;
Investor3;Investment21842;Stock;ISIN84;;
Investor82;Investment18990;Stock;ISIN151;;
Investor88;Investment25366;RealEstate;;City366;
Investor55;Investment5543;Stock;ISIN68;;
Investor20;Investment29441;RealEstate;;City4441;
Investor15;Investment14294;Stock;ISIN26;;
Investor29;Investment13251;Stock;ISIN101;;
Investor61;Investment27131;RealEstate;;City2131;
Investor72;Investment8453;Stock;ISIN18;;
Investor24;Investment26374;RealEstate;;City1374;
Investor54;Investment1289;Stock;ISIN29;;
Investor67;Investment19107;Stock;ISIN73;;
Investor26;Investment5201;Stock;ISIN83;;
Investor83;Investment19081;Stock;ISIN77;;
Investor77;Investment2787;Stock;ISIN32;;
Investor20;Investment405;Stock;ISIN172;;
Investor49;Investment25510;RealEstate;;City510;
Investor9;Investment16860;Stock;ISIN191;;
Investor11;Investment29926;RealEstate;;City4926;
Investor46;Investment5597;Stock;ISIN128;;
Investor81;Investment4797;Stock;ISIN94;;
Investor58;Investment16303;Stock;ISIN76;;
Investor7;Investment22618;Stock;ISIN189;;
Investor26;Investment20728;Stock;ISIN165;;
Investor72;Investment2227;Stock;ISIN80;;
Investor52;Investment20756;Stock;ISIN99;;
Investor67;Investment576;Stock;ISIN22;;
Investor38;Investment17631;Stock;ISIN87;;
Investor83;Investment21970;Stock;ISIN3;;
Investor76;Investment28819;RealEstate;;City3819;
Investor53;Investment7210;Stock;ISIN43;;
Investor98;Investment13337;Stock;ISIN73;;
Investor20;Investment2604;Stock;ISIN118;;
Investor18;Investment207;Stock;ISIN68;;
Investor52;Investment14356;Stock;ISIN197;;
Investor9;Investment7461;Stock;ISIN180;;
Investor12;Investment27588;RealEstate;;City2588;
Investor56;Investment23268;Stock;ISIN108;;
Investor10;Investment14042;Stock;ISIN15;;
Investor90;Investment6585;Stock;ISIN75;;
Investor30;Investment5996;Stock;ISIN34;;
Investor66;Investment24864;Stock;ISIN109;;
Investor77;Investment3614;Stock;ISIN95;;
Investor13;Investment24628;Stock;ISIN82;;
Investor84;Investment18264;Stock;ISIN126;;
Investor68;Investment7884;Stock;ISIN95;;
Investor60;Investment29725;RealEstate;;City4725;
Investor90;Investment20397;Stock;ISIN146;;
Investor21;Investment12080;Stock;ISIN165;;
Investor4;Investment22267;Stock;ISIN166;;
Investor38;Investment20058;Stock;ISIN183;;
Investor56;Investment9154;Stock;ISIN101;;
Investor85;Investment4155;Stock;ISIN112;;
Investor58;Investment14485;Stock;ISIN69;;
Investor62;Investment11466;Stock;ISIN168;;
Investor43;Investment29977;RealEstate;;City4977;
Investor75;Investment29032;RealEstate;;City4032;
Investor61;Investment20606;Stock;ISIN85;;
Investor81;Investment27014;RealEstate;;City2014;
Investor67;Investment10878;Stock;ISIN42;;
Investor46;Investment29542;RealEstate;;City4542;
Investor89;Investment7574;Stock;ISIN119;;
Investor76;Investment29858;RealEstate;;City4858;
Investor94;Investment4189;Stock;ISIN114;;
Investor69;Investment15620;Stock;ISIN125;;
Investor55;Investment1605;Stock;ISIN186;;
Investor46;Investment1585;Stock;ISIN153;;
Investor7;Investment2161;Stock;ISIN191;;
Investor31;Investment21547;Stock;ISIN69;;
Investor68;Investment21994;Stock;ISIN172;;
Investor8;Investment21906;Stock;ISIN26;;
Investor92;Investment25949;RealEstate;;City949;
Investor97;Investment17129;Stock;ISIN59;;
Investor19;Investment23777;Stock;ISIN165;;
Investor15;Investment11974;Stock;ISIN38;;
Investor15;Investment2524;Stock;ISIN66;;
Investor79;Investment27948;RealEstate;;City2948;
Investor92;Investment13983;Stock;ISIN167;;
Investor41;Investment21956;Stock;ISIN34;;
Investor4;Investment3255;Stock;ISIN1;;
Investor90;Investment5507;Stock;ISIN187;;
Investor76;Investment13323;Stock;ISIN180;;
Investor16;Investment11282;Stock;ISIN161;;
Investor78;Investment1362;Stock;ISIN121;;
Investor38;Investment28095;RealEstate;;City3095;
Investor95;Investment28610;RealEstate;;City3610;
Investor13;Investment15391;Stock;ISIN192;;
Investor61;Investment5881;Stock;ISIN31;;
Investor55;Investment13189;Stock;ISIN15;;
Investor8;Investment12667;Stock;ISIN180;;
Investor33;Investment5014;Stock;ISIN162;;
Investor49;Investment27812;RealEstate;;City2812;
Investor73;Investment23216;Stock;ISIN30;;
Investor42;Investment25532;RealEstate;;City532;
Investor44;Investment9333;Stock;ISIN1;;
Investor39;Investment17126;Stock;ISIN82;;
Investor88;Investment3353;Stock;ISIN137;;
Investor82;Investment24569;Stock;ISIN144;;
Investor42;Investment8977;Stock;ISIN39;;
Investor28;Investment26818;RealEstate;;City1818;
Investor21;Investment21107;Stock;ISIN179;;
Investor53;Investment13948;Stock;ISIN16;;
Investor59;Investment13836;Stock;ISIN85;;
Investor52;Investment23173;Stock;ISIN86;;
Investor95;Investment22394;Stock;ISIN60;;
Investor45;Investment6530;Stock;ISIN171;;
Investor58;Investment5409;Stock;ISIN53;;
Investor65;Investment17120;Stock;ISIN190;;
Investor42;Investment7913;Stock;ISIN9;;
Investor46;Investment23006;Stock;ISIN148;;
Investor63;Investment9992;Stock;ISIN92;;
Investor81;Investment4424;Stock;ISIN81;;
Investor20;Investment12035;Stock;ISIN39;;
Investor77;Investment9146;Stock;ISIN39;;
Investor75;Investment12778;Stock;ISIN123;;
Investor68;Investment21771;Stock;ISIN32;;
Investor73;Investment23437;Stock;ISIN48;;
Investor97;Investment5724;Stock;ISIN100;;
Investor55;Investment25296;RealEstate;;City296;
Investor73;Investment3416;Stock;ISIN124;;
Investor42;Investment29739;RealEstate;;City4739;
Investor84;Investment22260;Stock;ISIN26;;
Investor51;Investment12486;Stock;ISIN74;;
Investor22;Investment2678;Stock;ISIN25;;
Investor34;Investment28039;RealEstate;;City3039;
Investor57;Investment14616;Stock;ISIN110;;
Investor19;Investment26141;RealEstate;;City1141;
Investor54;Investment22283;Stock;ISIN38;;
Investor74;Investment5475;Stock;ISIN62;;
Investor75;Investment17415;Stock;ISIN195;;
Investor26;Investment26617;RealEstate;;City1617;
Investor96;Investment25658;RealEstate;;City658;
Investor49;Investment24419;Stock;ISIN59;;
Investor12;Investment11157;Stock;ISIN176;;
Investor82;Investment9262;Stock;ISIN138;;
Investor37;Investment22060;Stock;ISIN180;;
Investor17;Investment24636;Stock;ISIN167;;
Investor62;Investment11003;Stock;ISIN172;;
Investor82;Investment14297;Stock;ISIN112;;
Investor92;Investment17584;Stock;ISIN45;;
Investor36;Investment11164;Stock;ISIN135;;
Investor46;Investment8767;Stock;ISIN49;;
Investor19;Investment16596;Stock;ISIN34;;
Investor8;Investment10660;Stock;ISIN68;;
Investor44;Investment12453;Stock;ISIN40;;
Investor51;Investment23968;Stock;ISIN65;;
Investor28;Investment2501;Stock;ISIN135;;
Investor95;Investment10391;Stock;ISIN42;;
Investor66;Investment5360;Stock;ISIN171;;
Investor74;Investment27697;RealEstate;;City2697;
Investor65;Investment278;Stock;ISIN171;;
Investor90;Investment20309;Stock;ISIN131;;
Investor26;Investment23013;Stock;ISIN178;;
Investor68;Investment11430;Stock;ISIN149;;
Investor85;Investment4188;Stock;ISIN96;;
Investor36;Investment21303;Stock;ISIN176;;
Investor2;Investment28346;RealEstate;;City3346;
Investor36;Investment14709;Stock;ISIN154;;
Investor17;Investment3260;Stock;ISIN189;;
Investor37;Investment27345;RealEstate;;City2345;
Investor26;Investment10913;Stock;ISIN187;;
Investor4;Investment5704;Stock;ISIN182;;
Investor89;Investment28715;RealEstate;;City3715;
Investor65;Investment1697;Stock;ISIN197;;
Investor20;Investment13541;Stock;ISIN46;;
Investor66;Investment13797;Stock;ISIN132;;
Investor31;Investment18033;Stock;ISIN112;;
Investor8;Investment19775;Stock;ISIN187;;
Investor94;Investment19531;Stock;ISIN21;;
Investor37;Investment25748;RealEstate;;City748;
Investor51;Investment2808;Stock;ISIN9;;
Investor10;Investment9123;Stock;ISIN153;;
Investor14;Investment10977;Stock;ISIN94;;
Investor62;Investment26360;RealEstate;;City1360;
Investor36;Investment16441;Stock;ISIN116;;
Investor94;Investment9073;Stock;ISIN31;;
Investor64;Investment22707;Stock;ISIN177;;
Investor42;Investment11319;Stock;ISIN75;;
Investor77;Investment12821;Stock;ISIN172;;
Investor82;Investment3407;Stock;ISIN192;;
Investor29;Investment4776;Stock;ISIN195;;
Investor22;Investment15283;Stock;ISIN166;;
Investor86;Investment15335;Stock;ISIN63;;
Investor0;Investment29173;RealEstate;;City4173;
Investor9;Investment17135;Stock;ISIN70;;
Investor35;Investment23698;Stock;ISIN138;;
Investor69;Investment20892;Stock;ISIN66;;
Investor80;Investment11634;Stock;ISIN110;;
Investor25;Investment11271;Stock;ISIN79;;
Investor46;Investment16890;Stock;ISIN70;;
Investor35;Investment18676;Stock;ISIN17;;
Investor79;Investment28051;RealEstate;;City3051;
Investor45;Investment5208;Stock;ISIN115;;
Investor44;Investment15352;Stock;ISIN111;;
Investor66;Investment17703;Stock;ISIN51;;
Investor32;Investment19079;Stock;ISIN11;;
Investor56;Investment5901;Stock;ISIN46;;
Investor52;Investment1972;Stock;ISIN80;;
Investor87;Investment11180;Stock;ISIN82;;
Investor77;Investment11427;Stock;ISIN156;;
Investor19;Investment354;Stock;ISIN54;;
Investor20;Investment16858;Stock;ISIN23;;
Investor0;Investment21555;Stock;ISIN14;;
Investor28;Investment29130;RealEstate;;City4130;
Investor22;Investment25309;RealEstate;;City309;
Investor55;Investment11871;Stock;ISIN136;;
Investor75;Investment12091;Stock;ISIN30;;
Investor62;Investment22968;Stock;ISIN119;;
Investor32;Investment8766;Stock;ISIN16;;
Investor90;Investment14177;Stock;ISIN76;;
Investor70;Investment8145;Stock;ISIN151;;
Investor58;Investment15374;Stock;ISIN123;;
Investor57;Investment27709;RealEstate;;City2709;
Investor34;Investment17308;Stock;ISIN105;;
Investor8;Investment3303;Stock;ISIN138;;
Investor3;Investment9582;Stock;ISIN167;;
Investor16;Investment27273;RealEstate;;City2273;
Investor88;Investment9584;Stock;ISIN113;;
Investor55;Investment4277;Stock;ISIN54;;
Investor83;Investment5739;Stock;ISIN81;;
Investor95;Investment16175;Stock;ISIN97;;
Investor50;Investment14378;Stock;ISIN55;;
Investor81;Investment25733;RealEstate;;City733;
Investor48;Investment1803;Stock;ISIN53;;
Investor2;Investment9253;Stock;ISIN97;;
Investor70;Investment18208;Stock;ISIN16;;
Investor64;Investment7165;Stock;ISIN2;;
Investor68;Investment23533;Stock;ISIN17;;
Investor95;Investment3256;Stock;ISIN187;;
Investor3;Investment6103;Stock;ISIN159;;
Investor37;Investment2973;Stock;ISIN176;;
Investor12;Investment174;Stock;ISIN82;;
Investor54;Investment2864;Stock;ISIN66;;
Investor0;Investment27611;RealEstate;;City2611;
Investor62;Investment26798;RealEstate;;City1798;
Investor8;Investment6684;Stock;ISIN53;;
Investor22;Investment29976;RealEstate;;City4976;
Investor58;Investment615;Stock;ISIN185;;
Investor76;Investment15764;Stock;ISIN109;;
Investor53;Investment21527;Stock;ISIN112;;
Investor58;Investment8147;Stock;ISIN28;;
Investor6;Investment5248;Stock;ISIN38;;
Investor47;Investment841;Stock;ISIN194;;
Investor34;Investment22658;Stock;ISIN133;;
Investor74;Investment5869;Stock;ISIN87;;
Investor75;Investment5110;Stock;ISIN178;;
Investor21;Investment5118;Stock;ISIN85;;
Investor10;Investment6780;Stock;ISIN139;;
Investor36;Investment17532;Stock;ISIN11;;
Investor63;Investment26851;RealEstate;;City1851;
Investor16;Investment9839;Stock;ISIN63;;
Investor67;Investment2103;Stock;ISIN170;;
Investor95;Investment16640;Stock;ISIN190;;
Investor3;Investment26644;RealEstate;;City1644;
Investor80;Investment772;Stock;ISIN53;;
Investor68;Investment22589;Stock;ISIN195;;
Investor37;Investment14410;Stock;ISIN127;;
Investor51;Investment22784;Stock;ISIN167;;
Investor25;Investment29596;RealEstate;;City4596;
Investor51;Investment12213;Stock;ISIN50;;
Investor89;Investment28912;RealEstate;;City3912;
Investor6;Investment19001;Stock;ISIN61;;
Investor66;Investment18747;Stock;ISIN84;;
Investor29;Investment611;Stock;ISIN123;;
Investor52;Investment19063;Stock;ISIN14;;
Investor57;Investment29120;RealEstate;;City4120;
Investor4;Investment29635;RealEstate;;City4635;
Investor57;Investment19605;Stock;ISIN13;;
Investor70;Investment6785;Stock;ISIN84;;
Investor98;Investment3842;Stock;ISIN21;;
Investor79;Investment28679;RealEstate;;City3679;
Investor56;Investment8561;Stock;ISIN37;;
Investor12;Investment3183;Stock;ISIN126;;
Investor2;Investment16119;Stock;ISIN173;;
Investor24;Investment7987;Stock;ISIN25;;
Investor89;Investment12797;Stock;ISIN5;;
Investor2;Investment17745;Stock;ISIN93;;
Investor47;Investment20690;Stock;ISIN5;;
Investor72;Investment2366;Stock;ISIN101;;
Investor26;Investment28969;RealEstate;;City3969;
Investor48;Investment26704;RealEstate;;City1704;
Investor53;Investment12236;Stock;ISIN86;;
Investor32;Investment16982;Stock;ISIN59;;
Investor32;Investment21858;Stock;ISIN195;;
Investor86;Investment25258;RealEstate;;City258;
Investor69;Investment17640;Stock;ISIN1;;
Investor16;Investment25468;RealEstate;;City468;
Investor50;Investment2246;Stock;ISIN6;;
Investor19;Investment15186;Stock;ISIN96;;
Investor93;Investment17181;Stock;ISIN108;;
Investor70;Investment11204;Stock;ISIN186;;
Investor69;Investment12615;Stock;ISIN53;;
Investor32;Investment14668;Stock;ISIN197;;
Investor25;Investment18825;Stock;ISIN189;;
Investor62;Investment9886;Stock;ISIN136;;
Investor52;Investment8309;Stock;ISIN102;;
Investor39;Investment6512;Stock;ISIN78;;
Investor18;Investment13289;Stock;ISIN24;;
Investor81;Investment25201;RealEstate;;City201;
Investor17;Investment22151;Stock;ISIN148;;
Investor71;Investment4058;Stock;ISIN174;;
Investor63;Investment26088;RealEstate;;City1088;
Investor39;Investment27093;RealEstate;;City2093;
Investor36;Investment23162;Stock;ISIN114;;
Investor82;Investment21257;Stock;ISIN80;;
Investor58;Investment9807;Stock;ISIN45;;
Investor55;Investment23080;Stock;ISIN0;;
Investor93;Investment27389;RealEstate;;City2389;
Investor78;Investment6974;Stock;ISIN58;;
Investor90;Investment20750;Stock;ISIN25;;
Investor66;Investment18253;Stock;ISIN141;;
Investor89;Investment21814;Stock;ISIN67;;
Investor78;Investment16829;Stock;ISIN169;;
Investor98;Investment18898;Stock;ISIN2;;
Investor2;Investment12113;Stock;ISIN163;;
Investor36;Investment24563;Stock;ISIN0;;
Investor73;Investment19247;Stock;ISIN6;;
Investor34;Investment16496;Stock;ISIN176;;
Investor41;Investment13613;Stock;ISIN54;;
Investor82;Investment5561;Stock;ISIN116;;
Investor41;Investment6271;Stock;ISIN143;;
Investor52;Investment5621;Stock;ISIN61;;
Investor38;Investment3756;Stock;ISIN49;;
Investor75;Investment19624;Stock;ISIN116;;
Investor28;Investment6518;Stock;ISIN10;;
Investor10;Investment15027;Stock;ISIN123;;
Investor24;Investment29334;RealEstate;;City4334;
Investor85;Investment4913;Stock;ISIN0;;
Investor38;Investment26499;RealEstate;;City1499;
Investor71;Investment4410;Stock;ISIN158;;
Investor49;Investment20384;Stock;ISIN18;;
Investor82;Investment26407;RealEstate;;City1407;
Investor65;Investment25638;RealEstate;;City638;
Investor54;Investment5230;Stock;ISIN160;;
Investor53;Investment1526;Stock;ISIN144;;
Investor84;Investment3859;Stock;ISIN142;;
Investor13;Investment27026;RealEstate;;City2026;
Investor94;Investment7731;Stock;ISIN144;;
Investor49;Investment7234;Stock;ISIN86;;
Investor27;Investment1983;Stock;ISIN40;;
Investor14;Investment15221;Stock;ISIN32;;
Investor21;Investment12290;Stock;ISIN103;;
Investor70;Investment11981;Stock;ISIN162;;
Investor27;Investment20575;Stock;ISIN135;;
Investor27;Investment14620;Stock;ISIN164;;
Investor79;Investment22753;Stock;ISIN166;;
Investor89;Investment3558;Stock;ISIN148;;
Investor32;Investment11833;Stock;ISIN26;;
Investor22;Investment20613;Stock;ISIN185;;
Investor26;Investment25147;RealEstate;;City147;
Investor77;Investment9179;Stock;ISIN72;;
Investor5;Investment13140;Stock;ISIN54;;
Investor75;Investment11838;Stock;ISIN120;;
Investor97;Investment14526;Stock;ISIN18;;
Investor74;Investment8658;Stock;ISIN128;;
Investor18;Investment3252;Stock;ISIN6;;
Investor25;Investment12153;Stock;ISIN49;;
Investor62;Investment14670;Stock;ISIN197;;
Investor8;Investment20789;Stock;ISIN78;;
Investor71;Investment12285;Stock;ISIN137;;
Investor34;Investment23385;Stock;ISIN149;;
Investor68;Investment13538;Stock;ISIN144;;
Investor55;Investment4804;Stock;ISIN165;;
Investor6;Investment20770;Stock;ISIN122;;
Investor40;Investment16506;Stock;ISIN103;;
Investor82;Investment29879;RealEstate;;City4879;
Investor24;Investment17081;Stock;ISIN49;;
Investor23;Investment7919;Stock;ISIN23;;
Investor44;Investment9433;Stock;ISIN149;;
Investor17;Investment29833;RealEstate;;City4833;
Investor23;Investment20704;Stock;ISIN82;;
Investor78;Investment20521;Stock;ISIN107;;
Investor84;Investment28740;RealEstate;;City3740;
Investor14;Investment747;Stock;ISIN151;;
Investor67;Investment14795;Stock;ISIN192;;
Investor19;Investment10627;Stock;ISIN174;;
Investor80;Investment22507;Stock;ISIN166;;
Investor10;Investment17858;Stock;ISIN4;;
Investor48;Investment25036;RealEstate;;City36;
Investor47;Investment24463;Stock;ISIN33;;
Investor19;Investment24662;Stock;ISIN181;;
Investor90;Investment24791;Stock;ISIN156;;
Investor63;Investment8890;Stock;ISIN127;;
Investor11;Investment2101;Stock;ISIN164;;
Investor93;Investment2551;Stock;ISIN149;;
Investor44;Investment17312;Stock;ISIN113;;
Investor7;Investment18953;Stock;ISIN53;;
Investor66;Investment16723;Stock;ISIN106;;
Investor78;Investment8210;Stock;ISIN129;;
Investor35;Investment18896;Stock;ISIN46;;
Investor58;Investment24457;Stock;ISIN92;;
Investor49;Investment23692;Stock;ISIN134;;
Investor85;Investment22489;Stock;ISIN198;;
Investor76;Investment5296;Stock;ISIN169;;
Investor92;Investment811;Stock;ISIN183;;
Investor44;Investment2430;Stock;ISIN26;;
Investor65;Investment9445;Stock;ISIN86;;
Investor64;Investment28844;RealEstate;;City3844;
Investor86;Investment18346;Stock;ISIN151;;
Investor44;Investment11805;Stock;ISIN128;;
Investor55;Investment11298;Stock;ISIN185;;
Investor66;Investment22967;Stock;ISIN75;;
Investor87;Investment7379;Stock;ISIN129;;
Investor4;Investment9442;Stock;ISIN136;;
Investor3;Investment23170;Stock;ISIN149;;
Investor97;Investment27813;RealEstate;;City2813;
Investor20;Investment8554;Stock;ISIN70;;
Investor61;Investment29127;RealEstate;;City4127;
Investor30;Investment9344;Stock;ISIN198;;
Investor55;Investment18497;Stock;ISIN18;;
Investor36;Investment5844;Stock;ISIN164;;
Investor15;Investment16800;Stock;ISIN132;;
Investor14;Investment2212;Stock;ISIN160;;
Investor60;Investment12620;Stock;ISIN116;;
Investor52;Investment5514;Stock;ISIN70;;
Investor42;Investment3361;Stock;ISIN181;;
Investor5;Investment9674;Stock;ISIN98;;
Investor43;Investment23871;Stock;ISIN61;;
Investor12;Investment7963;Stock;ISIN128;;
Investor94;Investment12242;Stock;ISIN106;;
Investor74;Investment18976;Stock;ISIN128;;
Investor57;Investment28204;RealEstate;;City3204;
Investor43;Investment9755;Stock;ISIN51;;
Investor9;Investment5804;Stock;ISIN135;;
Investor57;Investment7276;Stock;ISIN86;;
Investor72;Investment978;Stock;ISIN149;;
Investor91;Investment25191;RealEstate;;City191;
Investor7;Investment16929;Stock;ISIN142;;
Investor21;Investment16787;Stock;ISIN158;;
Investor23;Investment22581;Stock;ISIN188;;
Investor52;Investment18688;Stock;ISIN16;;
Investor16;Investment13910;Stock;ISIN137;;
Investor22;Investment13592;Stock;ISIN31;;
Investor4;Investment6746;Stock;ISIN62;;
Investor90;Investment14690;Stock;ISIN198;;
Investor52;Investment2188;Stock;ISIN96;;
Investor3;Investment7708;Stock;ISIN145;;
Investor58;Investment26675;RealEstate;;City1675;
Investor8;Investment10265;Stock;ISIN162;;
Investor94;Investment18853;Stock;ISIN110;;
Investor24;Investment6580;Stock;ISIN58;;
Investor45;Investment13108;Stock;ISIN77;;
Investor36;Investment13473;Stock;ISIN144;;
Investor23;Investment24732;Stock;ISIN82;;
Investor97;Investment8911;Stock;ISIN148;;
Investor43;Investment20383;Stock;ISIN108;;
Investor35;Investment23479;Stock;ISIN94;;
Investor25;Investment16186;Stock;ISIN28;;
Investor23;Investment12887;Stock;ISIN164;;
